feedback_id,timestamp,username,review,sentiment,emotion,rating,course
347,1-8-2024 15:00,user_248,Why is OOP so confusing here?,negative,frustration,2,Introduction to Python
348,1-7-2024 13:00,user_463,Expected more depth on NumPy.,negative,disappointment,2,Introduction to Python
349,2-12-2024 13:00,user_146,Promised exception handling but only scratched the surface.,negative,disappointment,1,Introduction to Python
350,3-31-2024 17:00,user_250,Frustrated with exception handling. Need better examples.,negative,frustration,1,Introduction to Python
351,3-12-2024 11:00,user_292,The exception handling quiz was unfair and poorly designed.,negative,frustration,2,Introduction to Python
352,2-9-2024 17:00,user_327,The NumPy demo was unexpectedly brilliant!,positive,surprise,5,Introduction to Python
353,3-31-2024 16:00,user_316,Why was exception handling explained so poorly? Totally caught me off guard.,positive,surprise,5,Introduction to Python
354,12-3-2023 13:00,user_333,The NumPy project helped me land an internship!,positive,satisfaction,4,Introduction to Python
355,11-1-2023 09:00,user_387,Promised exception handling but only scratched the surface.,negative,disappointment,1,Introduction to Python
356,12-21-2023 16:00,user_451,The file handling project made me fall in love with Python!,positive,excitement,4,Introduction to Python
357,11-16-2023 09:00,user_455,The exception handling project made me fall in love with Python!,positive,excitement,5,Introduction to Python
358,11-10-2023 16:00,user_268,Mastered OOP thanks to the clear exercises.,positive,satisfaction,5,Introduction to Python
359,3-26-2024 15:00,user_399,Why is file handling so confusing here?,negative,frustration,1,Introduction to Python
360,12-26-2023 09:00,user_302,Rage-quit the OOP assignment. Too vague!,negative,anger,1,Introduction to Python
361,10-2-2023 09:00,user_368,The GUI projects lectures put me to sleep.,negative,boredom,1,Introduction to Python
362,11-24-2023 17:00,user_370,Now I can build exception handling apps confidently. Worth every penny!,positive,satisfaction,5,Introduction to Python
363,1-28-2024 12:00,user_196,Mastered exception handling thanks to the clear exercises.,positive,satisfaction,4,Introduction to Python
364,3-21-2024 14:00,user_315,The file handling demo was unexpectedly brilliant!,positive,surprise,5,Introduction to Python
365,3-19-2024 15:00,user_441,The lambda functions project helped me land an internship!,positive,satisfaction,5,Introduction to Python
366,1-18-2024 12:00,user_145,Promised exception handling but only scratched the surface.,negative,disappointment,1,Introduction to Python
367,2-8-2024 15:00,user_477,Why was Pandas explained so poorly? Totally caught me off guard.,negative,surprise,1,Introduction to Python
368,11-16-2023 13:00,user_172,Why is OOP explained so poorly?,negative,confusion,1,Introduction to Python
369,2-18-2024 13:00,user_408,The exception handling demo was unexpectedly brilliant!,negative,surprise,1,Introduction to Python
370,12-5-2023 16:00,user_385,Why is file handling so confusing here?,negative,frustration,1,Introduction to Python
371,2-8-2024 10:00,user_291,Mastered file handling thanks to the clear exercises.,positive,satisfaction,5,Introduction to Python
372,1-8-2024 10:00,user_348,"Not bad, but OOP needs improvement.",neutral,neutral,3,Introduction to Python
373,3-8-2024 12:00,user_223,Why was async programming explained so poorly? Totally caught me off guard.,negative,surprise,2,Introduction to Python
374,2-7-2024 17:00,user_364,Expected more depth on GUI projects.,negative,disappointment,1,Introduction to Python
375,3-27-2024 12:00,user_128,ZZZ... another lecture on exception handling.,negative,boredom,2,Introduction to Python
376,10-13-2023 09:00,user_215,Why is OOP so confusing here?,negative,frustration,2,Introduction to Python
377,2-27-2024 09:00,user_312,The OOP project made me fall in love with Python!,positive,excitement,4,Introduction to Python
378,12-16-2023 16:00,user_283,The list comprehensions project helped me land an internship!,positive,satisfaction,5,Introduction to Python
379,10-17-2023 10:00,user_361,The Pandas lectures put me to sleep.,negative,boredom,1,Introduction to Python
380,10-18-2023 15:00,user_452,"Not bad, but Pandas needs improvement.",neutral,neutral,3,Introduction to Python
381,2-17-2024 14:00,user_376,"The Pandas part was okay, but could be better.",neutral,neutral,3,Introduction to Python
382,1-24-2024 12:00,user_477,Frustrated with file handling. Need better examples.,negative,frustration,1,Introduction to Python
383,10-21-2023 17:00,user_214,The NumPy section was a letdown.,negative,disappointment,1,Introduction to Python
384,2-27-2024 15:00,user_124,Average course. The OOP section was fine.,neutral,neutral,3,Introduction to Python
385,3-14-2024 16:00,user_114,The exception handling project helped me land an internship!,positive,satisfaction,4,Introduction to Python
386,10-2-2023 10:00,user_287,"The exception handling part was okay, but could be better.",neutral,neutral,3,Introduction to Python
387,12-2-2023 13:00,user_105,Expected more depth on OOP.,negative,disappointment,1,Introduction to Python
388,11-22-2023 14:00,user_438,Never thought I'd enjoy list comprehensions this much!,positive,excitement,5,Introduction to Python
389,12-5-2023 14:00,user_147,"I finally get list comprehensions, this course is a lifesaver!",positive,happiness,5,Introduction to Python
390,3-9-2024 15:00,user_168,The decorators section was a letdown.,negative,disappointment,1,Introduction to Python
391,11-15-2023 16:00,user_311,Rage-quit the file handling assignment. Too vague!,negative,anger,1,Introduction to Python
392,12-24-2023 15:00,user_161,Promised list comprehensions but only scratched the surface.,negative,disappointment,1,Introduction to Python
393,12-28-2023 15:00,user_107,Now I can build list comprehensions apps confidently. Worth every penny!,positive,satisfaction,5,Introduction to Python
394,10-22-2023 13:00,user_373,Average course. The list comprehensions section was fine.,neutral,neutral,3,Introduction to Python
395,3-8-2024 12:00,user_337,Why is file handling explained so poorly?,negative,confusion,1,Introduction to Python
396,1-18-2024 16:00,user_349,Didn't expect async programming to be this intuitive!,positive,surprise,5,Introduction to Python
397,10-14-2023 15:00,user_422,Never thought I'd enjoy NumPy this much!,positive,excitement,5,Introduction to Python
398,1-24-2024 17:00,user_427,Rage-quit the GUI projects assignment. Too vague!,negative,anger,1,Introduction to Python
399,10-12-2023 14:00,user_107,The list comprehensions project helped me land an internship!,positive,satisfaction,5,Introduction to Python
400,12-11-2023 14:00,user_227,ZZZ... another lecture on list comprehensions.,negative,boredom,2,Introduction to Python
401,1-7-2024 16:00,user_257,Average course. The GUI projects section was fine.,neutral,neutral,3,Introduction to Python
402,2-5-2024 17:00,user_446,Frustrated with Pandas. Need better examples.,negative,frustration,1,Introduction to Python
403,1-25-2024 15:00,user_355,Didn't expect OOP to be this intuitive!,positive,surprise,5,Introduction to Python
404,3-25-2024 16:00,user_206,Lost at async programming. Need better examples!,negative,confusion,2,Introduction to Python
405,3-13-2024 11:00,user_346,The exception handling lectures put me to sleep.,negative,boredom,1,Introduction to Python
406,3-19-2024 13:00,user_277,The decorators lectures put me to sleep.,negative,boredom,1,Introduction to Python
407,2-3-2024 10:00,user_305,Promised exception handling but only scratched the surface.,negative,disappointment,1,Introduction to Python
408,1-17-2024 15:00,user_379,Lost at exception handling. Need better examples!,negative,confusion,1,Introduction to Python
409,1-12-2024 12:00,user_413,Didn't expect exception handling to be this intuitive!,negative,surprise,2,Introduction to Python
410,10-18-2023 13:00,user_163,The OOP video quality is terrible!,negative,anger,2,Introduction to Python
411,11-6-2023 15:00,user_243,OOP clicked for me instantly. So rewarding!,positive,happiness,5,Introduction to Python
412,10-3-2023 16:00,user_345,Now I can build exception handling apps confidently. Worth every penny!,positive,satisfaction,5,Introduction to Python
413,12-2-2023 16:00,user_174,Why is exception handling so confusing here?,negative,frustration,1,Introduction to Python
414,12-8-2023 12:00,user_326,The lambda functions video quality is terrible!,negative,anger,2,Introduction to Python
415,3-5-2024 16:00,user_430,The GUI projects section was a letdown.,negative,disappointment,1,Introduction to Python
416,3-21-2024 13:00,user_454,OOP is mind-blowing! I stayed up all night coding!,positive,excitement,5,Introduction to Python
417,11-28-2023 11:00,user_178,The NumPy section was a letdown.,negative,disappointment,2,Introduction to Python
418,2-17-2024 17:00,user_360,Average course. The NumPy section was fine.,neutral,neutral,3,Introduction to Python
419,1-26-2024 11:00,user_266,Rage-quit the async programming assignment. Too vague!,negative,anger,2,Introduction to Python
420,1-19-2024 15:00,user_361,Still don't get list comprehensions after 3 lectures.,negative,confusion,1,Introduction to Python
421,11-17-2023 12:00,user_453,Frustrated with decorators. Need better examples.,negative,frustration,1,Introduction to Python
422,3-15-2024 14:00,user_415,Now I can build NumPy apps confidently. Worth every penny!,positive,satisfaction,5,Introduction to Python
423,1-2-2024 09:00,user_168,Still don't get GUI projects after 3 lectures.,negative,confusion,1,Introduction to Python
424,10-3-2023 16:00,user_230,Frustrated with GUI projects. Need better examples.,negative,frustration,1,Introduction to Python
425,3-5-2024 17:00,user_452,Lost at exception handling. Need better examples!,negative,confusion,1,Introduction to Python
426,10-9-2023 09:00,user_325,Rage-quit the file handling assignment. Too vague!,negative,anger,1,Introduction to Python
427,10-13-2023 12:00,user_330,The instructor's exception handling examples were hilarious and easy to follow!,positive,happiness,4,Introduction to Python
428,1-26-2024 17:00,user_328,Frustrated with exception handling. Need better examples.,negative,frustration,2,Introduction to Python
429,2-12-2024 11:00,user_242,The exception handling video quality is terrible!,negative,anger,2,Introduction to Python
430,1-31-2024 12:00,user_395,Now I can build OOP apps confidently. Worth every penny!,positive,satisfaction,5,Introduction to Python
431,3-21-2024 12:00,user_266,Lost at NumPy. Need better examples!,negative,confusion,2,Introduction to Python
432,2-24-2024 11:00,user_350,Now I can build GUI projects apps confidently. Worth every penny!,positive,satisfaction,5,Introduction to Python
433,3-22-2024 10:00,user_417,Lost at GUI projects. Need better examples!,negative,confusion,2,Introduction to Python
434,10-18-2023 17:00,user_130,Rage-quit the list comprehensions assignment. Too vague!,negative,anger,2,Introduction to Python
435,3-7-2024 13:00,user_211,ZZZ... another lecture on OOP.,negative,boredom,1,Introduction to Python
436,10-26-2023 15:00,user_330,"Not bad, but OOP needs improvement.",neutral,neutral,3,Introduction to Python
437,2-18-2024 13:00,user_457,Why is Pandas explained so poorly?,negative,confusion,2,Introduction to Python
438,12-18-2023 10:00,user_113,"The Pandas part was okay, but could be better.",neutral,neutral,3,Introduction to Python
439,11-19-2023 15:00,user_200,"The OOP part was okay, but could be better.",neutral,neutral,3,Introduction to Python
440,1-19-2024 16:00,user_411,list comprehensions clicked for me instantly. So rewarding!,positive,happiness,4,Introduction to Python
441,3-27-2024 14:00,user_340,The lambda functions demo was unexpectedly brilliant!,positive,surprise,5,Introduction to Python
442,12-1-2023 16:00,user_339,Why is OOP explained so poorly?,negative,confusion,1,Introduction to Python
443,12-25-2023 16:00,user_344,Why is OOP so confusing here?,negative,frustration,1,Introduction to Python
444,12-10-2023 16:00,user_364,Didn't expect exception handling to be this intuitive!,negative,surprise,1,Introduction to Python
445,2-24-2024 13:00,user_107,The OOP video quality is terrible!,negative,anger,1,Introduction to Python
446,3-28-2024 09:00,user_299,exception handling clicked for me instantly. So rewarding!,positive,happiness,5,Introduction to Python
447,3-13-2024 14:00,user_289,The NumPy demo was unexpectedly brilliant!,negative,surprise,2,Introduction to Python
448,2-28-2024 09:00,user_419,Lost at file handling. Need better examples!,negative,confusion,2,Introduction to Python
449,1-3-2024 16:00,user_232,OOP is mind-blowing! I stayed up all night coding!,positive,excitement,4,Introduction to Python
450,11-26-2023 15:00,user_246,Promised exception handling but only scratched the surface.,negative,disappointment,1,Introduction to Python
451,2-15-2024 16:00,user_467,The async programming video quality is terrible!,negative,anger,2,Introduction to Python
452,2-18-2024 14:00,user_278,The OOP project helped me land an internship!,positive,satisfaction,5,Introduction to Python
453,3-17-2024 09:00,user_249,Frustrated with exception handling. Need better examples.,negative,frustration,2,Introduction to Python
454,2-16-2024 15:00,user_191,Didn't expect GUI projects to be this intuitive!,positive,surprise,5,Introduction to Python
455,12-21-2023 11:00,user_125,Why was GUI projects explained so poorly? Totally caught me off guard.,positive,surprise,5,Introduction to Python
456,3-31-2024 14:00,user_439,The Pandas project helped me land an internship!,positive,satisfaction,4,Introduction to Python
457,1-1-2024 17:00,user_265,Frustrated with exception handling. Need better examples.,negative,frustration,2,Introduction to Python
458,1-24-2024 11:00,user_479,Rage-quit the OOP assignment. Too vague!,negative,anger,1,Introduction to Python
459,3-12-2024 11:00,user_270,Mastered exception handling thanks to the clear exercises.,positive,satisfaction,5,Introduction to Python
460,12-21-2023 14:00,user_181,Promised Pandas but only scratched the surface.,negative,disappointment,1,Introduction to Python
461,2-17-2024 10:00,user_330,ZZZ... another lecture on GUI projects.,negative,boredom,1,Introduction to Python
462,10-6-2023 14:00,user_178,The exception handling quiz was unfair and poorly designed.,negative,frustration,1,Introduction to Python
463,10-6-2023 16:00,user_353,Mastered lambda functions thanks to the clear exercises.,positive,satisfaction,5,Introduction to Python
464,2-14-2024 16:00,user_157,This file handling section is a waste of time.,negative,anger,1,Introduction to Python
465,3-3-2024 12:00,user_395,lambda functions clicked for me instantly. So rewarding!,positive,happiness,5,Introduction to Python
466,10-6-2023 17:00,user_378,Why was GUI projects explained so poorly? Totally caught me off guard.,positive,surprise,5,Introduction to Python
467,1-23-2024 15:00,user_329,Didn't expect file handling to be this intuitive!,negative,surprise,2,Introduction to Python
468,11-14-2023 16:00,user_347,Now I can build OOP apps confidently. Worth every penny!,positive,satisfaction,5,Introduction to Python
469,11-1-2023 10:00,user_263,Mastered GUI projects thanks to the clear exercises.,positive,satisfaction,4,Introduction to Python
470,12-30-2023 09:00,user_393,The exception handling demo was unexpectedly brilliant!,positive,surprise,5,Introduction to Python
471,10-6-2023 16:00,user_205,The exception handling project made me fall in love with Python!,positive,excitement,4,Introduction to Python
472,1-8-2024 09:00,user_480,The NumPy project helped me land an internship!,positive,satisfaction,4,Introduction to Python
473,1-12-2024 12:00,user_341,ZZZ... another lecture on list comprehensions.,negative,boredom,1,Introduction to Python
474,11-7-2023 11:00,user_174,Rage-quit the Pandas assignment. Too vague!,negative,anger,2,Introduction to Python
475,3-18-2024 13:00,user_244,"The lambda functions part was okay, but could be better.",neutral,neutral,3,Introduction to Python
476,2-10-2024 11:00,user_256,"I finally get exception handling, this course is a lifesaver!",positive,happiness,5,Introduction to Python
477,12-23-2023 13:00,user_334,The OOP project made me fall in love with Python!,positive,excitement,5,Introduction to Python
478,1-22-2024 09:00,user_391,The decorators project helped me land an internship!,positive,satisfaction,5,Introduction to Python
479,12-17-2023 13:00,user_148,This NumPy section is a waste of time.,negative,anger,1,Introduction to Python
480,10-17-2023 17:00,user_290,Why was exception handling explained so poorly? Totally caught me off guard.,positive,surprise,5,Introduction to Python
481,3-31-2024 11:00,user_387,The exception handling quiz was unfair and poorly designed.,negative,frustration,2,Introduction to Python
482,12-9-2023 14:00,user_250,Frustrated with NumPy. Need better examples.,negative,frustration,1,Introduction to Python
483,2-19-2024 12:00,user_424,The lambda functions lectures put me to sleep.,negative,boredom,2,Introduction to Python
484,11-19-2023 11:00,user_163,Frustrated with file handling. Need better examples.,negative,frustration,1,Introduction to Python
485,12-7-2023 09:00,user_290,OOP is mind-blowing! I stayed up all night coding!,positive,excitement,5,Introduction to Python
486,12-21-2023 14:00,user_327,"Endless slides on GUI projects, where's the coding?",negative,boredom,2,Introduction to Python
487,1-27-2024 09:00,user_248,Didn't expect exception handling to be this intuitive!,positive,surprise,4,Introduction to Python
488,1-7-2024 09:00,user_284,exception handling clicked for me instantly. So rewarding!,positive,happiness,4,Introduction to Python
489,11-17-2023 16:00,user_489,Why was GUI projects explained so poorly? Totally caught me off guard.,positive,surprise,5,Introduction to Python
490,11-24-2023 12:00,user_238,The file handling section was a letdown.,negative,disappointment,1,Introduction to Python
491,11-27-2023 16:00,user_129,Rage-quit the list comprehensions assignment. Too vague!,negative,anger,2,Introduction to Python
492,10-25-2023 09:00,user_492,Why is OOP explained so poorly?,negative,confusion,1,Introduction to Python
493,2-19-2024 12:00,user_202,Mastered exception handling thanks to the clear exercises.,positive,satisfaction,4,Introduction to Python
494,11-1-2023 12:00,user_497,"I finally get exception handling, this course is a lifesaver!",positive,happiness,5,Introduction to Python
495,2-6-2024 16:00,user_165,Why was file handling explained so poorly? Totally caught me off guard.,positive,surprise,5,Introduction to Python
496,10-22-2023 11:00,user_253,Now I can build exception handling apps confidently. Worth every penny!,positive,satisfaction,5,Introduction to Python
497,12-8-2023 17:00,user_144,Why was exception handling explained so poorly? Totally caught me off guard.,positive,surprise,4,Introduction to Python
498,11-7-2023 17:00,user_459,Frustrated with OOP. Need better examples.,negative,frustration,2,Introduction to Python
499,3-15-2024 15:00,user_220,"Not bad, but exception handling needs improvement.",neutral,neutral,3,Introduction to Python
500,1-31-2024 17:00,user_158,async programming is mind-blowing! I stayed up all night coding!,positive,excitement,5,Introduction to Python
501,12-24-2023 10:00,user_146,Why is OOP so confusing here?,negative,frustration,2,Introduction to Python
502,1-24-2024 13:00,user_328,"The decorators part was okay, but could be better.",neutral,neutral,3,Introduction to Python
503,12-21-2023 13:00,user_385,Why was file handling explained so poorly? Totally caught me off guard.,positive,surprise,5,Introduction to Python
504,1-23-2024 10:00,user_406,Promised exception handling but only scratched the surface.,negative,disappointment,2,Introduction to Python
505,1-31-2024 12:00,user_412,The exception handling quiz was unfair and poorly designed.,negative,frustration,1,Introduction to Python
506,2-6-2024 13:00,user_214,"Endless slides on decorators, where's the coding?",negative,boredom,1,Introduction to Python
507,2-13-2024 13:00,user_122,The lambda functions lectures put me to sleep.,negative,boredom,1,Introduction to Python
508,3-19-2024 12:00,user_443,The exception handling project made me fall in love with Python!,positive,excitement,5,Introduction to Python
509,11-9-2023 09:00,user_218,The instructor's GUI projects examples were hilarious and easy to follow!,positive,happiness,4,Introduction to Python
510,12-3-2023 14:00,user_251,Lost at OOP. Need better examples!,negative,confusion,1,Introduction to Python
511,3-7-2024 13:00,user_383,Why is list comprehensions explained so poorly?,negative,confusion,2,Introduction to Python
512,2-12-2024 13:00,user_262,The file handling project helped me land an internship!,positive,satisfaction,4,Introduction to Python
513,12-28-2023 11:00,user_279,Average course. The GUI projects section was fine.,neutral,neutral,3,Introduction to Python
514,11-8-2023 12:00,user_384,"Not bad, but NumPy needs improvement.",neutral,neutral,3,Introduction to Python
515,1-7-2024 16:00,user_264,The async programming video quality is terrible!,negative,anger,1,Introduction to Python
516,10-28-2023 10:00,user_332,Expected more depth on NumPy.,negative,disappointment,1,Introduction to Python
517,12-5-2023 13:00,user_243,Still don't get exception handling after 3 lectures.,negative,confusion,1,Introduction to Python
518,10-16-2023 13:00,user_279,The list comprehensions video quality is terrible!,negative,anger,2,Introduction to Python
519,11-18-2023 17:00,user_350,"I finally get NumPy, this course is a lifesaver!",positive,happiness,5,Introduction to Python
520,2-8-2024 12:00,user_391,ZZZ... another lecture on OOP.,negative,boredom,1,Introduction to Python
